	Testis_sex1	Adrenal_Gland_sex1	Brain_Spinal_cord_cervical_c_1_sex1	Brain_Amygdala_sex1	Brain_Anterior_cingulate_cortex_BA24_sex1	Brain_Caudate_basal_ganglia_sex1	Brain_Cortex_sex1	Brain_Frontal_Cortex_BA9_sex1	Brain_Hippocampus_sex1	Brain_Hypothalamus_sex1	Brain_Nucleus_accumbens_basal_ganglia_sex1	Brain_Putamen_basal_ganglia_sex1	Brain_Substantia_nigra_sex1	Brain_Cerebellar_Hemisphere_sex1	Brain_Cerebellum_sex1	Pituitary_sex1	Kidney_Cortex_sex1	Liver_sex1	Thyroid_sex1	Spleen_sex1	Whole_Blood_sex1	Esophagus_Mucosa_sex1	Skin_Not_Sun_Exposed_Suprapubic_sex1	Skin_Sun_Exposed_Lower_leg_sex1	Heart_Atrial_Appendage_sex1	Heart_Left_Ventricle_sex1	Muscle_Skeletal_sex1	Lung_sex1	Nerve_Tibial_sex1	Pancreas_sex1	Minor_Salivary_Gland_sex1	Adipose_Subcutaneous_sex1	Adipose_Visceral_Omentum_sex1	Breast_Mammary_Tissue_sex1	Colon_Transverse_sex1	Small_Intestine_Terminal_Ileum_sex1	Stomach_sex1	Artery_Aorta_sex1	Artery_Tibial_sex1	Artery_Coronary_sex1	Colon_Sigmoid_sex1	Esophagus_Muscularis_sex1	Esophagus_Gastroesophageal_Junction_sex1	Prostate_sex1
ENST00000264908.10	-0.609403417	-0.58605666	-0.419170583	-0.454190718	-0.430843961	-0.358641954	-0.446408466	-0.449867245	-0.438193866	-0.384582795	-0.433870393	-0.305030882	-0.293357504	-0.572221545	-0.571789198	-0.505207706	-0.305030882	-0.577842061	0.445956466	-0.207320381	5.662659602	0.569607809	-0.414847109	-0.416576499	-0.236720001	0.270423442	-0.319730692	0.975149624	-0.016222852	-0.139009499	1.607241451	-0.19607935	0.52377899	0.18914214	-0.145927057	-0.358209606	0.587766397	-0.284278209	-0.531148547	-0.410955983	-0.140738889	0.941858878	0.294202546	-0.108312837
ENST00000265016.8	-0.299033732	-0.255946911	-0.283030056	-0.29164742	-0.317499513	-0.280567952	-0.323654773	-0.319961617	-0.292878472	-0.310113201	-0.296571628	-0.268257431	-0.287954264	-0.331041085	-0.331041085	-0.308882149	-0.082368573	-0.226401662	-0.175928528	0.19708024	6.356033604	-0.242405338	-0.228863766	-0.179621684	0.389124359	-0.153769591	-0.280567952	0.077668192	0.011191382	-0.316268461	-0.203011673	0.157686575	0.464218533	0.013653486	-0.081137521	0.034581371	-0.242405338	0.027195059	0.103520285	0.134296586	-0.175928528	-0.196856413	-0.153769591	-0.228863766
ENST00000267953.3	-0.30408034	-0.268163071	-0.080125602	-0.237879883	-0.26464177	-0.249852306	-0.276614193	-0.26675455	-0.251260826	-0.251965086	-0.250556566	-0.236471362	-0.14984736	-0.299150519	-0.30337608	-0.273092892	-0.212526516	-0.030827389	-0.239992663	1.486853306	6.004682381	-0.255486387	-0.292812177	-0.293516437	-0.163228303	-0.230133021	-0.288586616	1.558687845	-0.289995136	-0.280135494	-0.146326059	-0.176609247	0.121997071	-0.205483914	-0.233654322	-0.056180756	-0.216752077	-0.184356109	-0.262528989	-0.094210805	-0.251965086	-0.285065315	-0.277318453	-0.240696924
ENST00000292432.9	-0.206591149	-0.133359055	-0.210283524	-0.214283596	-0.216129783	-0.21520669	-0.213052804	-0.216437481	-0.214898992	-0.214283596	-0.215822085	-0.2136682	-0.210283524	-0.21797597	-0.216745179	-0.209975826	-0.190898558	-0.133051358	-0.199821796	1.160818198	6.331988651	-0.202591077	-0.214898992	-0.2136682	-0.147513158	-0.174898268	-0.204744962	0.238647673	-0.195514026	-0.203206473	-0.190283162	-0.133051358	-0.061973149	-0.167205821	-0.173052081	-0.164128843	-0.179206038	-0.163821145	-0.203206473	-0.146282366	-0.179513736	-0.173052081	-0.17612906	-0.20074489
ENST00000296370.3	-0.288846345	-0.303374799	-0.299900604	-0.30179562	-0.302427291	-0.301479784	-0.301163948	-0.302427291	-0.300532276	-0.300532276	-0.299584768	-0.297689752	-0.29863726	-0.304322307	-0.303058963	-0.28063461	-0.288214673	-0.198517259	-0.29863726	0.080681733	5.268287437	1.681970069	0.035833026	0.077523373	-0.288530509	-0.290109689	-0.30179562	-0.06776117	-0.299268932	-0.297689752	-0.191884704	-0.285687985	-0.267685335	-0.289478017	-0.18904218	-0.258210257	3.069437457	-0.298321424	-0.301163948	-0.29389972	-0.279371266	-0.289162181	-0.276212906	0.123319588
ENST00000298649.7	0.581471912	-0.069589105	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.127604443	-0.069589105	-0.19206593	0.278502924	6.421682621	-0.19206593	-0.19206593	-0.19206593	-0.108265997	-0.108265997	-0.19206593	-0.076035254	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593	-0.19206593
ENST00000302014.10	-0.527821464	1.586625945	0.626778108	-0.284381795	-0.534776883	-0.291337214	-0.527821464	-0.534776883	-0.24264928	0.035567484	-0.472178111	-0.458267273	0.174675866	0.000790389	-0.16613967	0.181631285	-0.562598559	0.432026373	-0.214827604	0.452892631	5.523393161	-0.673885265	-0.701706941	-0.583464817	-0.659974427	-0.71561778	-0.868637	0.049478322	0.724153976	-0.430445596	1.211033313	0.529402241	0.049478322	-0.214827604	-0.145273413	-0.346980567	-0.590420236	0.230319219	-0.235693861	0.571134755	-0.193961347	-0.444356434	-0.430445596	-0.32611431
ENST00000303757.12	-0.223012537	-0.182584132	0.031108871	-0.136380239	-0.173920902	-0.159482185	-0.223012537	-0.194135105	-0.142155726	-0.121941523	-0.162369929	-0.159482185	-0.090176347	-0.223012537	-0.223012537	-0.191247361	-0.182584132	-0.136380239	-0.223012537	0.755932433	6.407246022	-0.191247361	-0.176808645	-0.182584132	-0.185471875	-0.185471875	-0.223012537	0.09175148	-0.173920902	-0.223012537	-0.182584132	-0.168145415	-0.145043469	-0.179696388	-0.191247361	-0.168145415	-0.191247361	-0.176808645	-0.191247361	-0.156594442	-0.223012537	-0.223012537	-0.223012537	-0.176808645
ENST00000305737.6	-0.582948578	-0.436483268	-0.363250613	-0.784338379	-0.784338379	-0.784338379	-0.784338379	-0.784338379	-0.601256741	-0.784338379	-0.784338379	-0.784338379	-0.784338379	-0.784338379	-0.784338379	-0.180168975	-0.198477139	-0.363250613	0.149377972	-0.10693632	5.31228015	0.222610627	1.35771678	0.954937178	0.277535119	-0.290017958	-0.290017958	1.138018815	0.881704523	-0.418175104	0.570465739	0.350767774	0.33245961	0.47892492	-0.198477139	-0.198477139	-0.290017958	0.424000429	0.405692265	0.369075937	-0.088628156	-0.088628156	0.021220826	0.076145317
ENST00000307564.8	0.026914484	-0.256068611	-0.215834048	-0.225222113	-0.256068611	-0.19839907	-0.26143322	-0.277527045	-0.227904417	-0.214492896	-0.19839907	-0.214492896	-0.206445983	-0.328490825	-0.312397	-0.260092068	-0.213151744	-0.054895794	-0.210469439	1.24333945	6.272659872	-0.218516352	-0.239974786	-0.239974786	-0.225222113	-0.245339394	-0.292279718	0.203946563	-0.229245569	-0.223880961	-0.199740223	-0.061601555	-0.018684687	-0.105859575	-0.116588792	0.418530901	-0.068307316	-0.213151744	-0.241315938	-0.167552572	-0.246680546	-0.252045155	-0.248021699	-0.179622941
ENST00000327397.8	-0.829518635	0.012145222	-0.268409397	0.159102403	-0.094732728	0.533175228	-0.361927604	-0.375287347	-0.214970422	-0.255049654	0.426297278	0.933967541	0.720211641	-0.829518635	-0.829518635	-0.829518635	2.216502941	0.119023172	-0.56232376	-0.682561454	5.195725799	-0.361927604	-0.361927604	-0.468805554	0.119023172	0.813729847	-0.66920171	-0.255049654	-0.655841966	-0.308488629	-0.174891191	0.172462147	1.10764421	0.479736253	-0.388647091	-0.615762735	-0.13481196	-0.34856786	-0.495525041	-0.415366579	-0.201610678	-0.388647091	-0.268409397	-0.361927604
ENST00000328737.6	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	4.198196077	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	2.382759935	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	-0.340394276	2.609689453	-0.340394276	2.155830418	-0.340394276	-0.340394276	-0.340394276	1.9289009	-0.340394276	-0.340394276
ENST00000336119.7	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	1.204069634	5.842455527	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	-0.317900738	1.276544413	0.406847058	-0.317900738	-0.317900738	-0.317900738	0.986645295	-0.317900738	-0.317900738	0.624271397	-0.317900738	0.624271397	-0.317900738	0.479321838	-0.317900738	-0.317900738	-0.317900738	-0.317900738
ENST00000337385.7	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	6.125350164	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	1.978959284	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749	-0.192959749
ENST00000343125.8	-0.362096789	-0.195266855	0.038295053	-0.128534881	-0.362096789	-0.195266855	-0.362096789	-0.362096789	-0.128534881	-0.128534881	-0.195266855	-0.161900868	0.038295053	0.255173968	0.371954922	-0.362096789	-0.095168894	-0.078485901	-0.362096789	3.341527752	5.276754991	-0.362096789	-0.362096789	-0.362096789	-0.362096789	-0.145217875	-0.362096789	0.738980777	-0.362096789	-0.362096789	-0.362096789	-0.362096789	-0.195266855	-0.362096789	-0.145217875	0.054978047	-0.362096789	-0.362096789	-0.362096789	-0.195266855	-0.362096789	-0.362096789	-0.362096789	-0.161900868
ENST00000343534.9	-0.255408777	-0.107599177	-0.083088037	-0.207872021	-0.245010112	-0.232383161	-0.278434393	-0.265807442	-0.199701641	-0.213814116	-0.23609697	-0.236839732	-0.170733931	-0.17444774	-0.212328592	-0.233125923	-0.204158212	-0.139537935	-0.247981159	1.057794104	6.337345052	-0.263579157	-0.266550204	-0.265064681	-0.161820789	-0.1907885	-0.261350872	0.251154778	-0.143994506	-0.238325255	-0.232383161	-0.044464423	0.095917559	-0.124682698	-0.172219454	-0.124682698	-0.207872021	-0.101657082	-0.206386498	-0.029609187	-0.186331929	-0.181875358	-0.187817452	-0.206386498
ENST00000348069.6	-0.20122251	-0.20122251	-0.062091518	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.024146701	6.426472062	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	-0.20122251	0.532377271	-0.20122251	-0.20122251	-0.20122251	-0.024146701	0.152929108	-0.07473979	-0.20122251	-0.20122251	-0.20122251	0.013798115	-0.07473979	-0.024146701	-0.20122251	-0.20122251	-0.20122251	-0.20122251
ENST00000349777.5	-1.02299575	0.021582189	-0.073379442	-0.073379442	-0.29495658	-0.453225965	-1.02299575	-0.421572088	-0.105033319	0.11654382	0.084889943	-0.168341073	0.496390343	-0.136687196	-0.421572088	-0.484879842	-0.326610457	3.186969881	-0.674803104	1.477660527	3.09200825	-0.168341073	-0.326610457	-0.421572088	0.781275235	3.250277635	0.717967481	0.812929112	-0.548187596	-0.29495658	-0.579841473	-0.484879842	-0.421572088	-0.136687196	-0.516533719	-0.041725565	0.084889943	-0.70645698	-1.02299575	-0.61149535	-0.674803104	-0.579841473	-0.516533719	-0.389918211
ENST00000351691.9	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	1.008377004	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	1.508304758	-0.241442381	1.133358943	6.007654546	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381	-0.241442381
ENST00000355690.8	-0.225511661	-0.184647699	-0.20507968	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.225511661	-0.206937133	-0.199507321	-0.134496472	-0.206937133	0.950255989	6.374018291	-0.19207751	-0.193934963	-0.175360434	-0.149356095	-0.104777226	-0.193934963	0.119974568	0.019672114	-0.195792416	-0.169788076	-0.063913264	-0.110349585	-0.164215717	-0.151213547	-0.132639019	-0.167930623	-0.195792416	-0.197649868	-0.156785906	-0.175360434	-0.160500812	-0.153071	-0.190220057
ENST00000356003.6	0.564474138	-0.122711769	-0.040903923	1.33346789	0.793536107	0.417220015	0.155434907	-0.122711769	1.317106321	0.858982383	0.564474138	0.580835707	0.777174537	-0.597197276	-0.253604323	-0.400858446	0.008180785	-0.155434907	-0.629920414	1.677060844	4.589420163	-0.449943153	-0.809897676	-0.908067091	-0.564474138	0.351773738	-0.629920414	-0.351773738	-0.875343953	1.120767491	-1.120767491	-0.826259245	-0.858982383	-0.826259245	0.204519615	0.237242754	-0.580835707	-0.646281984	-0.875343953	-0.760812968	-0.679005122	-0.51538943	-0.597197276	-0.351773738
ENST00000359544.2	-0.027764635	0.523638857	0.030465475	0.353702005	0.266951025	0.205155806	0.212286023	0.136230369	0.258632437	0.334688092	0.158809391	0.268139394	0.470162226	-0.45557769	-0.263061815	-0.440128885	-0.04321344	0.419062333	-0.717019001	-0.334363991	5.917648452	0.630592121	-0.339117469	-0.481721821	-0.001620504	0.043537541	0.821919626	-0.326045404	-0.623137803	-0.48409856	-0.701570196	-0.640963347	-0.324857034	-0.476968342	-0.511431061	-0.596993671	-0.374768557	-0.577979758	-0.651658673	-0.644528455	-0.391405731	-0.124022572	-0.147789964	-0.349812796
ENST00000361254.8	-0.206150158	-0.206150158	-0.066321767	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.133196215	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	1.155656786	6.304989295	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	0.553786753	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.145355206	-0.206150158	-0.145355206	-0.102798738	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158	-0.206150158
ENST00000361740.8	-0.199869919	0.91182191	-0.557199435	-0.596902715	-0.596902715	-0.755715833	-0.755715833	-0.795419113	-0.616754355	-0.497644516	-0.557199435	-0.616754355	-0.398386317	-0.874825672	-0.835122393	-0.577051075	0.236866157	1.626480943	-0.577051075	-0.795419113	4.94170479	-0.279276478	0.256717797	0.435382555	0.852266991	1.547074384	-0.378534677	-0.338831398	-0.378534677	-0.557199435	-0.477792876	0.633898953	0.197162877	0.177311237	-0.338831398	-0.517496156	0.078053038	1.229448147	0.753008792	0.693453872	-0.299128118	-0.06090844	-0.12046336	-0.219721559
ENST00000367536.5	-0.186721803	-0.165082402	-0.15400509	-0.176932551	-0.183244043	-0.180281505	-0.187365833	-0.18556255	-0.178993446	-0.179251058	-0.181054341	-0.180281505	-0.166628074	-0.191230012	-0.191487624	-0.177834192	-0.174356431	-0.163923149	-0.179637476	0.231639955	6.464689165	-0.155035537	-0.119098674	-0.114719272	-0.166241656	-0.168688969	-0.183759266	0.099613846	-0.163923149	-0.172681954	-0.156710015	-0.12592539	-0.10170987	-0.154649119	-0.166241656	-0.155293149	-0.172295536	-0.155937179	-0.155550761	-0.129016733	-0.172295536	-0.173583596	-0.1715227	-0.177190162
ENST00000367553.5	-0.511714987	-0.183708859	0.332455824	-0.107428364	-0.117599096	0.134126537	-0.221849106	-0.191336908	-0.206593007	-0.127769829	-0.079458849	0.085815557	0.436705834	-0.552397918	-0.549855234	-0.52188572	1.738559614	-0.104885681	-0.450690591	1.845352307	5.61615144	-0.010806403	-0.178623492	-0.364239363	-0.486288155	-0.529513769	-0.5701967	0.464675348	-0.425263759	-0.539684502	-0.326099116	0.022248478	0.200236299	-0.191336908	-0.244733255	-0.262532037	-0.412550343	-0.232019839	-0.496458888	-0.06420275	-0.364239363	-0.387123512	-0.404922294	-0.45831864
ENST00000368985.7	-0.280133484	-0.162454303	-0.088951219	-0.225191785	-0.25340509	-0.238555982	-0.274193841	-0.263428238	-0.230388972	-0.215911092	-0.250806496	-0.244495625	-0.173219907	-0.279762256	-0.283103306	-0.255261228	-0.223335646	-0.086352625	-0.213683726	0.773410726	6.371153202	-0.181015688	-0.244866853	-0.24523808	-0.202175667	-0.222221963	-0.262685782	0.231418285	-0.220737052	-0.204774261	-0.124589078	-0.047002489	0.01128026	-0.131642404	0.192439377	0.131186807	-0.114937158	-0.14686274	-0.214054954	-0.088951219	-0.175076045	-0.216653547	-0.214797409	-0.209971449
ENST00000370168.7	1.962311816	0.190886363	-0.928980302	-0.114531818	-0.272331212	0.063628788	-0.267240909	-0.516665757	0.017816061	-0.150163939	0.35377606	0.475943333	-0.328324545	-1.051147575	-1.046057272	0.954431817	0.878077272	1.264940302	0.526846363	0.47085303	4.05442636	-0.129802727	-0.613381515	-0.511575454	-0.750819696	-0.13489303	-1.020605757	-0.923889999	-0.705006969	2.481522725	-0.129802727	-0.628652424	-0.928980302	-0.313053636	-0.231608788	-0.257060303	0.694826363	-0.867896666	-0.934070605	-0.613381515	-0.481033636	-0.287602121	-0.155254242	0.903528787
ENST00000371219.2	-0.004124458	-0.453494003	-0.418927115	-0.462135725	-0.470777447	-0.410285393	-0.410285393	-0.470777447	-0.462135725	-0.462135725	-0.453494003	-0.401643671	-0.453494003	-0.358435061	-0.289301285	-0.393001949	-0.332509895	-0.202884064	-0.349793339	0.955106685	5.837679621	-0.315226451	-0.332509895	-0.332509895	0.445245086	-0.064616512	1.637802724	0.427961642	-0.315226451	-0.367076783	-0.272017841	-0.280659563	-0.18560062	-0.289301285	0.11685965	0.367469588	-0.246092675	-0.176958898	-0.228809231	-0.289301285	0.583512639	0.557587472	0.20327687	-0.176958898
ENST00000373991.3	-0.795472141	1.321047717	-1.389765894	1.049966355	0.966556706	0.111607798	0.403541572	1.289769098	1.279342892	-0.149047357	1.029113943	0.747606376	-1.327208657	-0.889307996	-1.473175543	0.21586986	-0.795472141	-0.399276305	-1.473175543	1.331473923	3.270748275	-0.983143852	0.038624355	-0.00308047	-0.899734203	-0.2220308	1.644260108	-0.618226635	-1.254225213	-1.306356244	-0.983143852	0.122034004	-0.107342532	-0.023932882	-0.44098113	-0.618226635	-0.545243192	-0.08649012	-0.00308047	0.059476767	0.486951221	0.893573263	0.476525015	0.049050561
ENST00000374075.9	4.042792848	-0.145856751	-0.488787128	0.00111341	-0.145856751	0.00111341	-0.145856751	-0.488787128	-0.096866697	-0.121361724	-0.145856751	-0.047876643	-0.145856751	-0.488787128	-0.488787128	-0.121361724	-0.07237167	0.00111341	-0.488787128	0.31954876	4.753148628	-0.488787128	-0.488787128	-0.488787128	-0.096866697	0.025608437	-0.219341832	-0.219341832	-0.488787128	0.466518921	-0.243836859	-0.219341832	-0.145856751	-0.096866697	0.148083572	-0.047876643	-0.194846805	-0.488787128	-0.488787128	-0.488787128	-0.243836859	-0.488787128	-0.243836859	-0.243836859
ENST00000374141.6	-0.431591822	-0.607050616	-0.613799031	-0.80950307	-0.55981171	-0.634044276	-0.235887784	-0.276378274	-0.79600624	-0.499075974	-0.431591822	-0.721773673	-0.694780013	-0.519321219	-0.370856086	-0.364107671	-0.600302201	-0.195397293	-0.107667896	-0.067177405	5.824189007	0.904594374	0.027300407	0.378217994	-0.148158387	-0.148158387	0.223004446	0.2027592	-0.168403632	-0.458585483	0.432205315	0.810116562	0.68864509	0.526683127	0.148771879	-0.148158387	-0.181900462	0.148771879	0.560425202	0.135275049	0.182513955	0.074539313	-0.013190084	-0.465333898
ENST00000375063.5	-0.64641957	-0.576224602	1.678113793	0.249916175	-0.179353052	0.144623723	0.23101753	-0.214450536	0.843873597	0.465900692	-0.041662922	0.527996241	1.489127341	0.028532046	0.087927788	-0.676117441	-0.473631956	1.308240308	-0.546526731	-0.11185789	4.653300513	1.400033728	0.274214434	0.155422949	-0.770610667	-0.705815312	-0.673417634	1.308240308	-0.389937956	-0.81380757	-0.141555761	-0.562725569	-0.557325956	-0.543826924	-0.519528666	-0.506029634	-0.549226537	-0.81380757	-0.843505441	-0.565425376	-0.797608732	-0.773310473	-0.76791086	-0.084859826
ENST00000376086.7	-0.275892041	-0.275892041	0.173709803	0.198687683	0.023842522	0.048820402	-0.275892041	-0.275892041	0.148731923	0.148731923	0.073798282	0.023842522	0.348554965	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	1.047935611	6.268312575	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	0.073798282	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.026113238	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041	-0.275892041
ENST00000376089.6	-0.472656735	-0.154336893	0.942098119	0.128614078	-0.189705765	0.057876335	-0.472656735	-0.242759072	0.075560771	0.234720692	-0.048230279	-0.030545843	0.535356098	-0.472656735	-0.472656735	-0.260443507	-0.295812379	-0.136652458	-0.472656735	2.056217567	5.823002367	-0.260443507	-0.189705765	-0.242759072	-0.472656735	-0.472656735	-0.472656735	0.128614078	-0.2073902	-0.295812379	-0.278127943	-0.225074636	-0.189705765	-0.278127943	-0.2073902	0.057876335	-0.472656735	-0.225074636	-0.242759072	-0.136652458	-0.295812379	-0.472656735	-0.472656735	-0.2073902
ENST00000376090.6	-0.372543005	-0.217874982	0.628421751	-0.08947134	-0.258730686	-0.150754896	-0.314177713	-0.302504655	-0.115735721	0.000994863	-0.179937542	-0.188692336	0.243210824	-0.37546127	-0.392970857	-0.26748548	-0.264567215	-0.212038452	-0.33752383	2.262649924	5.884216286	-0.284995067	-0.212038452	-0.226629775	-0.296668126	-0.325850772	-0.392970857	0.415388435	-0.156591425	-0.317095978	-0.270403744	-0.1916106	-0.162427954	-0.279158538	-0.238302834	-0.057370429	-0.308341184	-0.19744713	-0.223711511	-0.074880017	-0.276240274	-0.349196888	-0.355033418	-0.19744713
ENST00000376092.7	-0.202130146	-0.202130146	0.096056017	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.072483988	-0.202130146	-0.202130146	-0.007660909	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.072483988	-0.202130146	0.899862194	6.370930044	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	0.264596022	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146	-0.202130146
ENST00000376093.6	-0.319747631	-0.196506958	0.607800591	0.037001685	-0.125157095	-0.066779934	-0.235425065	-0.228938714	0.069433441	0.043488036	-0.053807232	-0.073266285	0.315914787	-0.319747631	-0.319747631	-0.235425065	-0.241911416	-0.222452363	-0.319747631	1.211031253	6.231467084	-0.319747631	-0.222452363	-0.235425065	-0.319747631	-0.254884119	-0.319747631	0.01105628	-0.177047904	-0.319747631	-0.319747631	-0.228938714	-0.183534256	-0.248397768	-0.235425065	-0.164075202	-0.319747631	-0.215966012	-0.241911416	-0.170561553	-0.235425065	-0.319747631	-0.319747631	-0.196506958
ENST00000378102.3	3.395785976	-0.025134111	-0.430631104	-0.202078254	0.439344263	1.397791701	1.021785398	0.549934352	-0.858246115	0.019101924	1.250338249	0.387735555	0.468834953	-0.1357242	-0.061997474	-0.283177652	-0.342159033	-0.784519389	-0.578084556	0.623661078	3.793910297	-0.408513086	-0.968836204	-0.791892062	-0.460121795	-0.983581549	0.645779096	0.041219942	-0.312668343	0.690015131	-0.467494467	-0.253686962	0.4024809	-0.445376449	-0.555966539	-0.039879456	-0.725538008	-0.585457229	-0.740283354	-0.430631104	-0.732910681	-0.902482151	-0.821382752	-0.799264734
ENST00000379935.8	0.915664959	-0.205268424	-0.120605782	-0.090127231	-0.303477089	-0.049489163	-0.635354647	-0.367820697	-0.029170129	-0.134151805	0.031786974	0.231590809	0.140155156	0.397529588	-0.212041436	0.089357571	0.556695356	2.094168938	-0.547305499	2.188991097	4.877876614	-0.289931067	-0.642127658	-0.740336323	-0.398299249	-0.100286748	-0.852091011	-0.086740725	-0.713244278	0.888572913	-0.642127658	-0.703084761	-0.394912743	-0.618422118	-0.289931067	0.468646208	0.092744076	-0.743722829	-0.801293426	-0.533759476	-0.60148959	-0.652287175	-0.550692005	0.075811548
ENST00000380252.5	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000380600.1	-1.536291461	-0.2696843	0.863595792	0.396951048	-0.003030161	0.396951048	-0.469674904	-0.003030161	0.196960444	0.930259326	0.330287513	0.196960444	0.530278118	0.663605187	0.463614583	-0.203020765	-0.2696843	0.730268722	-0.203020765	2.463520627	3.996781927	-1.602954996	-0.936319648	-0.603001974	-0.336347835	0.596941652	0.996922861	-1.202973787	0.663605187	0.530278118	-0.869656113	0.063633374	-1.069646717	-0.403011369	-0.469674904	0.463614583	-0.069693695	-1.66961853	-0.603001974	-0.469674904	-0.536338439	-0.536338439	-0.469674904	-0.669665509
ENST00000381908.7	-0.366831765	-0.366831765	-0.190168507	-0.366831765	-0.366831765	-0.366831765	-0.366831765	-0.366831765	-0.366831765	-0.366831765	-0.366831765	-0.366831765	-0.366831765	-0.366831765	-0.366831765	0.259519786	-0.190168507	0.131037417	-0.174108211	2.97370984	5.463055747	-0.366831765	-0.366831765	-0.366831765	0.034675639	-0.109867026	-0.366831765	0.885871337	-0.366831765	-0.366831765	-0.174108211	-0.125927322	0.082856528	-0.141987618	-0.109867026	0.355881563	-0.029565545	-0.158047915	-0.366831765	-0.158047915	-0.366831765	-0.206228803	-0.190168507	-0.158047915
