	Testis_sex1	Adrenal_Gland_sex1	Brain_Spinal_cord_cervical_c_1_sex1	Brain_Amygdala_sex1	Brain_Anterior_cingulate_cortex_BA24_sex1	Brain_Caudate_basal_ganglia_sex1	Brain_Cortex_sex1	Brain_Frontal_Cortex_BA9_sex1	Brain_Hippocampus_sex1	Brain_Hypothalamus_sex1	Brain_Nucleus_accumbens_basal_ganglia_sex1	Brain_Putamen_basal_ganglia_sex1	Brain_Substantia_nigra_sex1	Brain_Cerebellar_Hemisphere_sex1	Brain_Cerebellum_sex1	Pituitary_sex1	Kidney_Cortex_sex1	Liver_sex1	Thyroid_sex1	Spleen_sex1	Whole_Blood_sex1	Esophagus_Mucosa_sex1	Skin_Not_Sun_Exposed_Suprapubic_sex1	Skin_Sun_Exposed_Lower_leg_sex1	Heart_Atrial_Appendage_sex1	Heart_Left_Ventricle_sex1	Muscle_Skeletal_sex1	Lung_sex1	Nerve_Tibial_sex1	Pancreas_sex1	Minor_Salivary_Gland_sex1	Adipose_Subcutaneous_sex1	Adipose_Visceral_Omentum_sex1	Breast_Mammary_Tissue_sex1	Colon_Transverse_sex1	Small_Intestine_Terminal_Ileum_sex1	Stomach_sex1	Artery_Aorta_sex1	Artery_Tibial_sex1	Artery_Coronary_sex1	Colon_Sigmoid_sex1	Esophagus_Muscularis_sex1	Esophagus_Gastroesophageal_Junction_sex1	Prostate_sex1
ENST00000531453.6	0.221283733	0.266307938	-0.662316284	-0.369658954	-0.122025828	-0.296494621	-0.420311184	-0.307750672	-0.178306084	-0.313378698	-0.268354493	-0.251470416	-0.679200361	1.42568121	0.103095196	5.809913146	0.103095196	0.305704117	0.682781832	0.806598395	-0.454079337	0.23816781	-0.499103542	-0.583523926	-0.600408003	-0.594779977	-0.690456412	-0.133281879	-0.656688259	0.615245525	-0.077001623	-0.589151952	-0.031977418	-0.521615645	0.13686335	0.114351247	0.091839145	-0.369658954	-0.470963414	-0.217702263	-0.020721367	-0.290866595	-0.375286979	0.125607298
ENST00000533914.1	-1.122725281	2.078319829	1.559231433	-0.949695816	-0.690151618	0.174995709	0.694084106	-0.257577954	0.434539907	0.001966244	-0.084548489	0.088480977	1.040143036	-0.863181083	-0.863181083	2.337864027	-0.257577954	1.559231433	2.337864027	1.559231433	0.261510442	0.607569373	-0.863181083	-0.690151618	-0.77666635	-0.949695816	-1.382269479	-0.344092687	0.52105464	-0.344092687	-0.257577954	-0.949695816	-1.209240014	-1.382269479	0.607569373	1.040143036	-0.084548489	-1.036210549	-1.122725281	-0.43060742	-0.257577954	-0.171063221	-0.171063221	0.607569373
ENST00000543801.5	0.034369078	0.228245926	-0.708825508	-0.327534373	-0.069031908	-0.333996934	-0.443860482	-0.314609249	-0.230595948	-0.224133387	-0.288759003	-0.269371318	-0.702362946	2.341503574	0.454435583	5.398295217	0.111919817	0.376884843	0.56429913	0.868039526	-0.469710728	0.254096173	-0.521411221	-0.631274769	-0.650662453	-0.63773733	-0.734675754	-0.165970332	-0.71528807	0.745250855	-0.088419593	-0.63773733	-0.056106785	-0.560186591	0.111919817	0.215320803	0.111919817	-0.424472797	-0.508486098	-0.353384619	-0.043181662	-0.405085112	-0.392159989	0.092532132
ENST00000545137.5	2.283094914	0.027861854	-0.249705292	-0.226574697	-0.249705292	-0.400054163	-0.249705292	-0.400054163	-0.064660528	-0.400054163	-0.400054163	-0.400054163	-0.400054163	-0.400054163	-0.400054163	3.462755285	3.312406414	-0.400054163	-0.400054163	-0.400054163	-0.400054163	0.259167809	-0.203444101	-0.284401186	-0.400054163	-0.400054163	-0.400054163	-0.284401186	-0.215009399	-0.400054163	-0.064660528	-0.400054163	-0.400054163	-0.203444101	-0.400054163	-0.26127059	-0.400054163	-0.400054163	-0.400054163	-0.099356422	-0.400054163	-0.400054163	-0.284401186	3.196753436
ENST00000546875.1	1.226472687	0.324051312	0.233809175	0.023244187	-0.127159376	0.5346163	0.143567037	-0.006836526	0.955746275	0.203728462	0.624858437	0.41429345	0.233809175	-0.458047213	-0.036917238	5.858902414	-0.458047213	-0.458047213	-0.458047213	0.053324899	-0.458047213	-0.458047213	-0.458047213	-0.458047213	-0.458047213	-0.458047213	-0.458047213	0.233809175	-0.458047213	-0.458047213	0.053324899	-0.458047213	-0.458047213	0.113486324	-0.458047213	-0.066997951	-0.458047213	-0.458047213	-0.458047213	-0.458047213	-0.458047213	-0.458047213	-0.458047213	-0.458047213
ENST00000550912.1	2.265755004	-0.651000875	-0.097565144	-0.127480589	0.022096635	-0.262100091	0.141758415	-0.187311479	0.05201208	-0.157396034	-0.232184646	-0.142438312	-0.127480589	-1.009986214	-0.830493545	2.804233012	2.325585894	-0.292015536	1.742234718	0.485786032	-0.755704932	-0.037734254	0.007138913	0.022096635	-0.770662655	0.022096635	-1.174521161	0.710151868	-0.651000875	1.861896498	0.590490089	-0.531339095	-0.606127708	-0.097565144	-0.007818809	0.515701477	-0.142438312	-1.264267496	-1.264267496	-0.965113047	-1.024943936	-1.009986214	-0.995028492	1.846938775
ENST00000555217.1	0.187147066	0.243936521	1.379725611	-0.437536934	-0.664694752	-0.153589661	0.925409975	-0.721484206	0.982199429	-0.26716857	-0.153589661	-0.040010752	0.755041611	-0.664694752	0.35751543	2.969830338	0.073568157	1.322936157	0.925409975	1.095778338	0.641462702	-1.062220934	0.641462702	0.300725975	1.038988884	1.209357248	0.016778702	-0.551115843	-0.494326388	1.436515066	-0.607905297	-1.232589297	-1.289378752	-1.062220934	-0.040010752	-0.210379116	0.300725975	-1.970852206	-2.084431115	-1.51653657	-0.26716857	-0.835063115	-0.835063115	0.35751543
ENST00000561124.1	0.822656575	0.470627331	2.748463613	-0.523337592	-1.372349297	0.387796921	-0.999612451	-0.978904849	0.532750139	-0.109185541	-0.171308349	0.325674113	1.278223831	-0.854659233	-1.206688477	1.733791088	0.656995754	0.594872946	0.94690219	0.719118562	-2.780466272	0.015060075	-1.517302515	-1.579425323	-1.103150464	-1.061735259	0.015060075	-0.813244028	0.636288152	-0.730413618	-0.171308349	-0.005647528	0.905486985	0.035767677	0.242843703	-0.192015951	0.408504523	-0.688998413	0.304966511	-0.150600746	0.843364177	0.78124137	0.656995754	0.94690219
ENST00000561480.1	0.877465866	0.736558939	-0.672510336	-0.390696481	0.172931229	0.595652012	1.582000504	0.454745084	-0.108882626	0.172931229	0.736558939	0.032024302	-0.390696481	0.172931229	0.595652012	3.97741827	0.032024302	0.032024302	1.159279721	0.877465866	-0.813417263	0.595652012	-0.531603408	-0.531603408	-0.531603408	0.877465866	-2.222486538	-0.249789553	-0.390696481	0.032024302	-0.108882626	-0.249789553	0.032024302	0.032024302	-0.531603408	0.032024302	0.032024302	-2.222486538	-2.222486538	-0.531603408	-0.390696481	-0.390696481	-0.531603408	0.172931229
ENST00000561693.5	0.593277244	1.744215529	-1.034109308	-0.936523518	-0.686818703	-0.727001087	0.165621872	-0.603583765	-0.686818703	-0.402671845	-0.405542015	-0.801625515	-0.968095391	-0.078342603	0.234505959	4.037481588	1.012322106	0.842982059	1.379703903	2.323989927	-0.689688874	-0.299345715	-0.494517294	-0.55766104	-0.394061334	-0.339528099	-1.65980643	0.54448435	0.013502847	-0.210370436	0.079516763	-0.058251411	0.280428683	0.334961919	-0.05251107	0.04507472	-0.107044305	-0.471555932	-1.146045949	-0.178798563	-0.44859457	-0.428503378	-0.112784646	1.34813203
ENST00000569635.1	0.465063638	-0.116265909	-0.871994321	-0.930127276	-0.755728412	-0.465063638	-0.697595457	-0.813861366	-0.639462502	-0.523196593	-0.058132955	-0.639462502	-0.697595457	-0.871994321	-1.046393185	3.197312511	0.988260231	-0.174398864	1.743988642	1.22079205	-1.395190914	0.930127276	0.116265909	0.116265909	-0.116265909	-0.174398864	-1.627722733	0.174398864	-0.116265909	0.639462502	1.046393185	-0.697595457	-0.755728412	-0.290664774	1.395190914	0.465063638	0.581329547	-0.406930683	-1.162659095	-0.348797728	0.406930683	0.116265909	0.058132955	2.732248873
ENST00000575634.5	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	0.127233941	0.274557453	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	6.462144923	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081	-0.167413081
ENST00000581906.1	-0.360373176	2.311564958	-0.214365628	-0.477179215	-1.075810163	-0.301970157	-1.002806389	-1.221817711	-0.185164118	0.121451733	-0.082958834	-0.228966383	0.033847204	-1.382426014	-1.251019221	3.538028364	0.86609023	1.041299288	1.099702307	1.493922688	-1.265619976	1.012097778	-0.243567137	-0.243567137	-0.550182989	-0.593985253	-1.426228279	-0.185164118	-0.46257846	0.501071359	0.44266834	-0.579384499	-0.447977705	-0.360373176	0.340463056	0.092250224	0.355063811	-0.593985253	-1.163414692	-0.520981479	0.311261546	0.574075133	0.968295514	1.31871363
ENST00000582114.5	-1.301309998	-1.423882369	0.365674238	-0.386102967	-0.312559544	1.575054959	0.651676436	-0.337074018	0.341159764	-0.516846828	1.771170751	1.615912416	-0.149129717	-0.149129717	0.259444851	2.612834361	-0.451474897	0.610818979	1.346253201	1.901914613	-0.361588492	-0.377931475	-0.304388053	-0.296216562	-1.088851223	-1.407539386	-1.4892543	-0.304388053	1.599569433	1.166480391	0.382017221	-0.28804507	-0.729305603	-0.026557347	-0.361588492	0.071500549	-0.500503846	-0.941764379	-0.860049465	-0.557704285	-0.680276655	-1.105194206	-0.802849026	1.240023813
ENST00000583973.5	-0.709659821	1.383373876	0.597302397	-0.4255376	-1.192667597	-0.264535008	-0.70018908	-1.334728708	0.388946101	-0.198239823	-0.16035686	-0.1698276	0.066940917	-1.874560929	-1.618850929	2.008442763	-0.207710563	1.354961654	1.279195728	-0.179298341	-1.997680558	-0.671776858	-0.662306117	-0.548657229	1.809557208	1.175017581	-0.359242415	-0.321359452	0.029057954	0.265826472	0.531007212	-0.236122785	-0.95589908	0.019587214	0.038528695	-0.491832785	0.142706843	-0.103532416	-0.785425747	-0.719130562	0.748834249	2.008442763	1.904264615	1.137134618
ENST00000588052.5	-0.388455446	-0.468234415	-0.917897692	-0.729329221	-0.584276551	-0.666473064	-0.328016834	-0.528673027	-0.751087122	-0.398125624	-0.639880074	-0.726911677	-0.7607573	-0.267578221	-0.274830855	3.598075438	0.648671145	0.443179863	2.880064721	-0.577023917	-0.898557336	0.728450114	0.629330789	0.392411428	-0.477904593	0.970204564	-0.112855373	-0.364280001	-0.813943279	2.398973365	1.221629192	0.000769219	-0.122525551	0.28603947	0.090218365	0.38274125	0.281204381	-0.424718614	-0.915480148	-0.647132708	-0.58911164	-0.80910819	-0.777680111	1.008885276
ENST00000588776.6	-1.314049984	0.175194435	1.878341168	0.00568694	-1.035573385	1.212418867	-0.797455714	-1.11629124	1.559505642	1.503003144	-0.309112693	-0.801491607	0.199409791	-1.414947302	-1.285798735	1.676546531	0.211517469	-0.03870788	1.373854576	1.289100829	0.062189438	-0.591625185	-0.28893323	-0.305076801	-0.77727625	-1.075932313	-1.531988191	0.49402996	1.422285289	0.037974082	0.429455677	-0.712701967	-0.930640174	-0.664271254	-0.042743773	0.61107085	0.933942268	-1.007322136	-1.011358029	-0.716737859	0.239768718	0.106584258	0.118691936	2.229463835
ENST00000591790.5	1.807621195	0.706604726	0.392028591	-0.07983561	0.025023102	0.129881813	0.601746014	0.129881813	0.234740524	0.234740524	0.392028591	0.077452457	0.077452457	0.077452457	0.129881813	5.425246737	-0.184694321	-0.708987878	0.549316658	-0.708987878	-0.708987878	-0.708987878	-0.708987878	-0.708987878	-0.132264965	-0.132264965	-0.708987878	-0.708987878	0.863892793	-0.708987878	-0.027406254	-0.708987878	-0.184694321	-0.184694321	-0.708987878	-0.708987878	-0.708987878	-0.708987878	-0.708987878	-0.184694321	-0.184694321	-0.132264965	-0.132264965	0.339599236
ENST00000595361.1	0.69603593	1.225986783	-1.284306734	-0.921708781	-0.72646373	-0.67067943	-0.308081477	-0.865924481	-0.78224803	-0.72646373	-0.587002979	-0.838032331	-1.172738133	-0.587002979	-0.196512876	2.676378593	-0.363865778	-1.200630283	0.361330127	-0.447542228	-1.367983184	-0.168620726	-0.72646373	-0.78224803	1.002849582	0.947065282	0.500790878	-0.140728576	-0.335973627	2.787947194	-0.531218679	-0.614895129	-0.559110829	-0.559110829	0.110300776	-0.308081477	0.472898728	1.142310333	0.054516475	0.974957432	1.588584736	1.253878934	1.560692586	0.417114428
ENST00000596323.1	0.544099794	0.871601721	-0.110904062	-0.372905604	-0.274655026	-0.045403676	0.249348059	-0.372905604	-0.471156182	0.052846902	-0.078153869	-0.372905604	-0.471156182	0.773351143	1.493855384	2.803863095	0.183847673	0.052846902	2.705612517	-0.667657339	-1.420911773	-0.733157725	-0.569406761	-0.864158496	-0.667657339	-0.864158496	-1.420911773	-0.241904833	1.592105963	1.493855384	1.199103649	-0.929658881	-0.340155411	-0.012653484	-0.274655026	-0.274655026	0.020096709	-0.995159267	-1.093409845	-0.831408303	-0.340155411	-0.602156954	-0.471156182	2.14885924
